Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0261,57,2,6,5,3,Onsite,40,12,4,0,Burnout,0,Increase,3,0,3,1,2,3
EMP0262,50,2,4,2,20,Onsite,32,13,1,1,Burnout,0,No Change,1,0,1,1,1,1
EMP0263,37,1,5,1,18,Onsite,20,15,3,2,Burnout,0,No Change,1,0,2,1,0,0
EMP0264,58,0,4,6,8,Hybrid,35,5,5,2,Depression,0,Decrease,3,0,5,0,2,1
EMP0265,57,2,5,5,32,Remote,49,2,1,2,Anxiety,0,No Change,4,1,5,1,0,2
EMP0266,50,3,5,6,21,Onsite,34,5,4,2,Depression,1,No Change,3,1,4,1,1,2
EMP0267,48,1,4,5,33,Hybrid,58,13,3,2,Burnout,0,Decrease,3,1,5,1,0,5
EMP0268,43,2,2,0,15,Onsite,26,4,4,2,Anxiety,0,Decrease,5,2,3,1,0,5
EMP0269,58,0,3,6,12,Onsite,36,7,4,2,Burnout,0,Increase,3,2,3,1,2,2
EMP0270,30,1,1,1,32,Hybrid,48,3,4,0,Depression,1,Increase,5,0,4,0,0,0
EMP0271,44,2,2,2,3,Onsite,57,5,4,0,Anxiety,1,Increase,5,1,5,1,1,5
EMP0272,41,3,2,2,28,Hybrid,32,8,2,2,Depression,1,No Change,3,1,2,0,2,4
EMP0273,60,0,3,3,17,Remote,55,7,4,2,Burnout,1,Decrease,1,2,4,1,2,1
EMP0274,58,2,1,2,35,Hybrid,28,3,3,0,Depression,0,Decrease,3,0,2,1,1,1
EMP0275,60,3,5,0,7,Onsite,53,10,2,1,Depression,0,Decrease,2,1,3,1,2,4
EMP0276,27,2,1,2,34,Onsite,36,10,4,1,Depression,1,No Change,4,1,4,0,1,2
EMP0277,38,0,5,5,18,Remote,54,7,4,0,Anxiety,0,Decrease,4,1,1,1,0,1
EMP0278,56,1,3,3,8,Remote,33,8,3,1,Burnout,0,Increase,4,0,5,1,2,1
EMP0279,31,1,1,2,19,Onsite,39,1,4,2,Burnout,1,Decrease,2,2,4,0,2,0
EMP0280,37,3,6,3,25,Hybrid,33,11,1,2,Anxiety,0,No Change,4,1,5,1,1,3
EMP0281,41,0,6,1,2,Hybrid,48,4,1,1,Anxiety,1,No Change,3,2,1,1,0,1
EMP0282,58,1,1,1,10,Remote,60,7,5,2,Depression,0,No Change,3,1,3,0,0,2
EMP0283,49,1,0,4,35,Remote,24,1,1,2,Burnout,0,Decrease,5,0,4,1,1,1
EMP0284,23,2,0,3,18,Remote,28,7,5,0,Burnout,1,Increase,1,2,3,1,0,1
EMP0285,24,2,4,5,12,Hybrid,20,14,2,1,Depression,0,Decrease,2,0,2,0,2,4
EMP0286,41,3,4,2,35,Onsite,28,14,4,2,Anxiety,1,Decrease,1,2,1,1,1,1
EMP0287,32,0,2,0,23,Remote,48,12,4,2,Burnout,0,Increase,5,2,2,1,1,0
EMP0288,47,3,5,3,10,Hybrid,51,5,2,0,Burnout,1,Decrease,3,0,1,1,1,0
EMP0289,23,2,1,4,22,Hybrid,39,5,4,1,Anxiety,0,Decrease,5,0,2,1,2,0
EMP0290,34,3,3,6,14,Remote,25,2,4,2,Anxiety,0,No Change,1,0,2,1,2,3
EMP0291,42,1,5,4,32,Hybrid,53,12,1,0,Burnout,0,Decrease,4,1,3,1,0,2
EMP0292,42,3,2,4,10,Hybrid,44,13,4,0,Burnout,1,Decrease,4,0,1,1,0,1
EMP0293,33,0,5,1,22,Hybrid,31,3,3,2,Burnout,1,Increase,4,0,3,1,2,0
EMP0294,40,1,1,3,3,Onsite,58,2,5,1,Depression,1,Decrease,3,1,3,1,0,1
EMP0295,27,1,3,3,33,Hybrid,26,5,4,1,Depression,0,Decrease,5,2,4,1,0,2
EMP0296,39,3,0,0,33,Hybrid,20,4,3,1,Burnout,1,Decrease,2,1,3,1,1,3
EMP0297,42,0,3,4,11,Hybrid,28,14,3,1,Burnout,0,No Change,1,1,2,1,2,2
EMP0298,22,2,5,3,7,Remote,35,14,5,2,Burnout,0,No Change,5,0,5,1,0,1
EMP0299,45,0,3,2,9,Remote,30,14,2,1,Burnout,0,Decrease,4,0,2,1,1,3
EMP0300,47,0,0,2,6,Hybrid,28,0,1,1,Burnout,0,Decrease,3,1,2,1,2,4
EMP0301,24,2,1,6,16,Remote,21,4,3,2,Anxiety,1,Decrease,5,0,3,0,0,4
EMP0302,48,2,2,4,2,Remote,56,13,2,2,Depression,1,Decrease,4,2,5,0,2,2
EMP0303,60,2,6,6,13,Hybrid,25,10,3,0,Burnout,0,Increase,3,1,2,1,1,0
EMP0304,41,2,6,1,20,Remote,21,0,1,0,Burnout,1,No Change,2,0,2,1,0,5
EMP0305,49,3,4,6,17,Remote,50,2,4,2,Burnout,1,Decrease,5,1,5,0,0,0
EMP0306,27,3,0,2,16,Onsite,50,3,5,0,Burnout,1,No Change,2,2,5,1,1,2
EMP0307,35,3,3,5,14,Hybrid,27,10,2,1,Depression,1,Decrease,4,2,5,1,0,1
EMP0308,23,1,6,0,3,Onsite,31,14,4,2,Depression,1,Increase,1,1,2,1,0,3
EMP0309,24,3,1,2,27,Hybrid,45,11,3,1,Anxiety,1,Increase,3,1,4,0,1,0
EMP0310,41,2,5,1,25,Remote,23,8,2,2,Burnout,1,No Change,2,1,2,0,2,0
EMP0311,41,3,1,4,32,Onsite,42,14,3,1,Burnout,1,No Change,3,0,1,1,1,1
EMP0312,43,0,0,2,16,Onsite,37,8,1,2,Burnout,0,Decrease,2,0,4,1,1,4
EMP0313,30,2,5,4,15,Onsite,40,7,5,1,Anxiety,1,Increase,2,0,1,0,1,5
EMP0314,44,1,2,6,26,Onsite,23,1,3,0,Depression,1,Decrease,2,1,5,1,1,0
EMP0315,50,1,3,1,22,Remote,20,3,3,2,Burnout,1,Decrease,1,1,4,1,2,3
EMP0316,48,2,1,5,16,Remote,51,8,5,2,Anxiety,0,Increase,2,0,5,1,2,1
EMP0317,45,1,3,4,2,Onsite,46,1,2,1,Depression,1,Decrease,3,0,1,0,1,1
EMP0318,60,1,2,1,6,Remote,37,7,2,2,Anxiety,1,Increase,1,2,2,1,2,2
EMP0319,51,3,4,1,6,Onsite,42,4,2,1,Burnout,0,No Change,1,1,5,1,0,0
EMP0320,48,3,2,6,4,Hybrid,53,15,4,1,Burnout,1,No Change,1,0,2,1,1,2
EMP0321,43,0,3,0,25,Hybrid,26,0,2,1,Burnout,1,Increase,4,0,3,0,2,0
EMP0322,23,3,3,1,31,Onsite,48,9,3,2,Burnout,0,Increase,3,2,5,1,1,5
EMP0323,32,1,3,1,1,Onsite,58,0,3,1,Anxiety,1,Decrease,4,0,5,1,2,1
EMP0324,44,2,2,0,29,Hybrid,52,7,1,2,Burnout,1,Increase,1,2,2,0,2,1
EMP0325,36,0,3,2,4,Hybrid,52,13,4,0,Anxiety,0,Decrease,3,2,1,1,1,4
EMP0326,50,1,1,5,2,Onsite,49,7,2,1,Burnout,1,Decrease,1,1,3,0,2,4
EMP0327,54,2,3,0,19,Hybrid,55,4,2,0,Anxiety,0,Increase,5,1,4,1,2,3
EMP0328,54,1,1,3,13,Remote,33,0,2,0,Depression,1,Increase,4,1,3,1,0,4
EMP0329,33,3,2,3,2,Onsite,24,12,1,0,Depression,1,Increase,1,0,4,0,2,5
EMP0330,47,3,5,0,31,Onsite,21,15,5,1,Depression,1,Increase,3,2,5,1,0,3
EMP0331,25,3,6,1,28,Remote,55,12,5,1,Depression,0,Increase,3,1,3,1,1,0
EMP0332,38,1,5,1,25,Remote,44,10,5,2,Depression,1,Decrease,1,1,5,0,0,2
EMP0333,31,0,6,5,21,Onsite,24,7,4,2,Burnout,1,Decrease,5,0,4,1,1,1
EMP0334,58,1,3,4,11,Onsite,25,6,2,0,Anxiety,0,Increase,5,2,4,0,2,4
EMP0335,28,3,1,1,16,Hybrid,40,0,4,0,Burnout,1,Increase,2,1,3,0,1,0
EMP0336,54,3,5,4,32,Hybrid,59,3,2,1,Anxiety,1,Increase,2,1,1,1,2,1
EMP0337,60,0,6,4,31,Onsite,22,9,4,0,Burnout,1,Decrease,1,2,2,0,2,5
EMP0338,38,2,1,0,4,Hybrid,47,15,5,2,Burnout,0,Increase,2,0,2,0,2,3
EMP0339,31,0,5,2,32,Hybrid,31,15,2,1,Depression,0,Decrease,1,2,1,1,1,2
EMP0340,42,2,1,4,2,Onsite,41,5,5,0,Burnout,0,No Change,1,0,5,1,2,5
EMP0341,52,0,0,5,18,Remote,52,0,1,0,Burnout,1,No Change,2,2,2,1,1,3
EMP0342,41,0,2,2,6,Hybrid,48,0,2,1,Burnout,1,Decrease,5,1,4,1,1,1
EMP0343,44,1,4,2,20,Onsite,41,14,5,2,Depression,1,Increase,1,2,3,1,2,3
EMP0344,42,0,0,2,15,Remote,21,7,3,0,Burnout,1,No Change,4,1,5,1,0,5
EMP0345,53,1,6,3,3,Hybrid,49,15,2,1,Burnout,0,Decrease,2,1,4,0,2,0
EMP0346,52,0,6,1,29,Remote,32,7,4,0,Depression,0,Decrease,3,2,5,1,1,3
EMP0347,23,2,3,1,12,Remote,40,12,1,2,Burnout,1,No Change,1,2,3,0,0,0
EMP0348,24,0,5,2,23,Onsite,22,10,4,0,Burnout,1,No Change,3,2,3,1,0,0
EMP0349,41,3,4,0,34,Hybrid,44,9,3,1,Burnout,1,Decrease,2,0,5,1,1,1
EMP0350,60,3,2,5,16,Onsite,41,15,1,2,Burnout,1,Decrease,4,2,4,1,1,0
EMP0351,25,3,1,5,6,Remote,37,11,1,0,Burnout,1,Decrease,3,2,2,1,0,5
EMP0352,55,3,2,3,18,Onsite,54,12,3,2,Anxiety,0,Increase,2,0,3,1,0,3
EMP0353,33,2,6,6,3,Onsite,31,3,1,1,Depression,0,Decrease,2,1,2,1,1,5
EMP0354,43,3,0,0,14,Hybrid,53,13,2,2,Depression,1,Decrease,5,2,5,1,0,0
EMP0355,59,1,4,1,20,Remote,23,13,5,2,Anxiety,1,Increase,4,1,3,0,0,0
EMP0356,48,1,5,3,2,Remote,58,3,1,1,Depression,1,Increase,2,1,2,1,1,5
EMP0357,31,2,2,2,9,Remote,26,7,1,1,Burnout,0,Increase,2,0,2,0,1,1
EMP0358,28,1,1,5,23,Remote,46,7,3,2,Burnout,1,Decrease,4,2,3,0,2,1
EMP0359,49,1,5,5,6,Remote,20,7,3,2,Anxiety,0,Increase,4,0,4,1,0,5
EMP0360,56,3,2,2,13,Hybrid,56,0,2,2,Depression,1,Decrease,4,1,2,0,1,2
EMP0361,56,2,5,6,30,Onsite,28,15,1,2,Burnout,0,Increase,1,1,5,0,2,1
EMP0362,51,0,5,0,10,Hybrid,39,2,1,2,Burnout,1,Increase,5,1,5,1,0,2
EMP0363,38,2,1,5,11,Onsite,22,10,4,2,Burnout,1,Increase,1,1,4,1,0,5
EMP0364,40,1,4,4,9,Onsite,32,4,3,0,Anxiety,1,No Change,2,2,2,1,1,5
EMP0365,56,2,4,0,23,Hybrid,28,9,1,1,Burnout,0,No Change,2,0,2,0,2,0
EMP0366,33,2,5,4,12,Hybrid,22,6,4,2,Burnout,0,Decrease,2,0,2,1,2,5
EMP0367,45,1,3,5,28,Onsite,53,2,5,2,Depression,0,Increase,3,0,2,1,2,2
EMP0368,55,2,5,4,32,Hybrid,33,11,2,2,Anxiety,0,Decrease,2,0,1,0,1,2
EMP0369,39,0,0,5,33,Remote,34,5,1,0,Burnout,1,No Change,4,1,2,0,1,5
EMP0370,58,2,6,1,2,Remote,50,0,4,1,Burnout,0,No Change,1,0,5,0,1,0
EMP0371,41,2,0,3,33,Onsite,28,1,1,2,Burnout,1,Decrease,1,1,5,1,0,4
EMP0372,57,3,3,3,16,Onsite,51,7,4,2,Burnout,0,Increase,2,2,4,1,1,2
EMP0373,31,0,6,1,12,Remote,35,0,5,0,Depression,0,No Change,5,0,4,1,1,0
EMP0374,34,3,5,3,25,Remote,39,8,3,2,Burnout,1,Increase,2,2,2,1,0,4
EMP0375,39,3,6,3,8,Hybrid,58,14,1,0,Burnout,1,Increase,1,2,3,0,2,4
EMP0376,29,2,1,4,26,Hybrid,34,3,3,1,Anxiety,0,Decrease,2,0,2,0,1,4
EMP0377,31,3,1,4,7,Hybrid,48,4,1,2,Burnout,0,Decrease,2,0,4,1,2,5
EMP0378,30,0,1,3,2,Remote,52,0,5,0,Burnout,0,No Change,3,2,5,0,1,2
EMP0379,53,3,1,3,35,Remote,59,8,5,0,Burnout,1,Increase,3,0,1,0,1,0
EMP0380,27,1,3,0,15,Remote,32,14,2,0,Burnout,0,Decrease,5,0,1,1,2,4
EMP0381,39,1,1,1,28,Remote,41,4,3,2,Burnout,1,Increase,4,2,2,0,0,0
EMP0382,59,1,4,1,18,Remote,34,14,2,2,Anxiety,0,No Change,5,0,4,1,2,5
EMP0383,58,2,2,0,10,Hybrid,41,8,3,1,Burnout,0,Decrease,2,0,2,0,0,3
EMP0384,28,3,5,1,5,Remote,55,9,3,2,Anxiety,1,No Change,1,1,4,1,2,2
EMP0385,56,1,1,4,27,Remote,50,8,2,0,Burnout,1,Increase,1,0,4,1,2,1
EMP0386,31,2,4,3,4,Remote,25,9,1,0,Anxiety,0,Increase,5,2,2,1,0,4
EMP0387,28,0,5,0,32,Onsite,21,12,3,2,Depression,1,No Change,1,0,5,1,0,0
EMP0388,46,0,5,2,20,Hybrid,44,11,5,0,Depression,0,Decrease,4,0,3,0,2,0
EMP0389,32,0,5,0,18,Remote,28,0,5,0,Depression,1,No Change,2,0,3,1,1,5
EMP0390,37,1,6,6,31,Onsite,54,8,5,2,Burnout,0,No Change,3,1,1,1,2,2
EMP0391,50,3,4,0,9,Hybrid,55,12,3,2,Burnout,0,Decrease,1,1,3,1,0,3
EMP0392,55,0,3,6,29,Remote,26,10,5,2,Burnout,0,Increase,5,2,1,1,1,5
EMP0393,45,0,2,6,17,Onsite,41,7,5,1,Depression,0,No Change,4,0,4,0,0,0
EMP0394,50,0,5,3,31,Onsite,50,4,4,1,Anxiety,1,No Change,4,1,5,1,2,3
EMP0395,43,3,4,2,3,Hybrid,55,12,2,2,Anxiety,1,No Change,3,0,5,1,0,4
EMP0396,39,2,3,3,20,Hybrid,22,2,3,2,Anxiety,0,Increase,4,1,5,1,1,0
EMP0397,30,0,0,0,9,Hybrid,33,11,5,1,Burnout,0,No Change,4,2,1,0,0,2
EMP0398,36,1,4,6,4,Hybrid,21,4,1,0,Burnout,0,Increase,3,0,1,1,2,2
EMP0399,58,3,1,5,17,Hybrid,28,13,2,2,Burnout,0,No Change,2,0,5,0,1,2
EMP0400,53,3,0,3,34,Remote,22,6,5,0,Burnout,1,Decrease,1,1,3,1,1,0
EMP0401,56,2,2,4,13,Remote,58,14,4,0,Anxiety,1,No Change,4,0,2,0,2,1
EMP0402,57,1,4,0,19,Remote,39,0,4,1,Anxiety,0,Decrease,1,1,1,0,0,5
EMP0403,58,1,0,2,8,Onsite,35,15,2,1,Anxiety,0,Decrease,2,0,2,1,2,0
EMP0404,57,0,1,3,22,Hybrid,56,3,3,0,Burnout,1,Increase,3,2,1,1,2,2
EMP0405,46,2,0,0,14,Remote,29,13,4,2,Anxiety,0,Increase,2,2,1,0,0,1
EMP0406,42,0,2,5,33,Hybrid,24,0,4,0,Burnout,0,No Change,2,0,1,1,1,2
EMP0407,24,3,4,3,30,Onsite,60,4,3,0,Burnout,1,Decrease,3,1,3,1,0,5
EMP0408,53,0,2,6,10,Remote,31,9,4,1,Burnout,0,Decrease,2,1,1,0,2,4
EMP0409,24,0,0,2,35,Remote,50,10,1,1,Burnout,0,Decrease,5,1,5,1,2,3
EMP0410,30,2,4,0,20,Remote,27,14,2,2,Burnout,0,No Change,3,2,3,1,1,5
EMP0411,22,3,6,3,6,Remote,43,3,2,2,Burnout,0,No Change,4,2,4,0,1,2
EMP0412,28,2,1,6,22,Hybrid,30,3,5,2,Anxiety,1,Decrease,5,2,2,0,1,5
EMP0413,52,2,5,1,25,Onsite,26,15,1,2,Burnout,1,No Change,2,0,3,1,0,2
EMP0414,47,3,4,5,21,Onsite,47,7,1,2,Anxiety,0,Decrease,3,1,1,1,0,5
EMP0415,30,1,0,5,14,Onsite,56,14,3,2,Burnout,0,Increase,4,1,5,0,2,4
EMP0416,52,0,5,3,26,Hybrid,30,15,4,1,Depression,0,Decrease,4,1,5,1,2,3
EMP0417,25,3,5,3,9,Hybrid,26,12,4,0,Depression,0,No Change,2,2,3,0,1,1
EMP0418,50,2,2,0,22,Onsite,47,10,2,2,Burnout,0,Increase,2,2,5,0,2,4
EMP0419,60,0,2,1,34,Remote,38,7,4,0,Depression,0,No Change,4,0,4,1,1,1
EMP0420,48,0,3,4,30,Hybrid,49,0,2,2,Anxiety,1,No Change,2,0,1,0,2,0
EMP0421,28,1,2,4,32,Remote,49,0,1,2,Burnout,1,Decrease,4,1,2,1,2,1
EMP0422,23,3,3,2,5,Remote,37,11,1,2,Burnout,1,Increase,3,1,3,1,1,4
EMP0423,26,1,4,1,21,Hybrid,24,13,2,0,Burnout,0,Decrease,2,2,4,1,0,2
EMP0424,27,0,3,0,32,Hybrid,53,0,5,2,Depression,1,Increase,1,0,1,0,2,3
EMP0425,52,2,5,2,30,Remote,33,14,2,2,Anxiety,1,Increase,2,0,5,1,1,1
EMP0426,32,3,6,0,28,Onsite,41,13,1,2,Depression,1,Decrease,1,0,1,0,0,1
EMP0427,23,3,5,2,4,Remote,31,15,2,1,Burnout,1,Increase,2,0,3,1,0,2
EMP0428,41,3,5,4,19,Onsite,29,4,4,1,Anxiety,1,No Change,1,1,5,1,0,4
EMP0429,33,0,4,4,25,Hybrid,33,7,1,0,Anxiety,1,No Change,3,0,1,0,0,3
EMP0430,37,2,5,0,9,Remote,58,8,5,0,Anxiety,1,Increase,5,1,5,0,2,2
EMP0431,33,1,4,0,10,Hybrid,42,12,3,0,Burnout,1,Increase,2,2,2,1,0,4
EMP0432,28,2,3,2,26,Hybrid,23,15,3,0,Depression,0,No Change,1,2,1,0,2,3
EMP0433,57,2,4,0,26,Hybrid,28,4,5,0,Burnout,1,Decrease,1,0,2,1,2,5
EMP0434,45,0,1,2,11,Hybrid,41,10,2,1,Burnout,0,Decrease,3,0,1,1,2,4
EMP0435,50,0,0,0,25,Onsite,33,9,5,0,Anxiety,1,Decrease,3,1,2,0,2,4
EMP0436,53,2,3,3,3,Hybrid,46,13,2,2,Burnout,1,No Change,3,1,3,0,1,4
EMP0437,58,3,2,3,29,Remote,25,9,4,0,Depression,0,Increase,2,2,1,1,1,2
EMP0438,48,3,4,1,7,Onsite,55,1,2,2,Depression,1,Decrease,5,0,1,1,1,1
EMP0439,42,3,5,5,28,Onsite,53,4,4,0,Burnout,1,Increase,2,1,3,0,0,2
EMP0440,22,2,6,6,7,Onsite,47,10,1,2,Burnout,0,Decrease,3,0,1,1,0,1
EMP0441,23,0,0,6,34,Hybrid,35,14,2,1,Depression,0,Decrease,2,1,4,0,1,5
EMP0442,59,3,2,2,3,Hybrid,39,8,4,1,Depression,1,No Change,1,0,5,1,2,3
EMP0443,50,2,1,0,24,Hybrid,34,12,1,0,Depression,1,Decrease,4,2,5,1,0,4
EMP0444,27,0,2,6,7,Hybrid,27,9,5,0,Burnout,0,Increase,5,2,1,1,2,4
EMP0445,25,3,6,6,18,Remote,22,4,3,1,Anxiety,0,Increase,1,0,4,1,2,0
EMP0446,52,1,1,3,33,Onsite,48,1,2,1,Depression,1,No Change,3,2,1,0,1,0
EMP0447,37,2,5,3,28,Remote,52,3,5,1,Burnout,0,Increase,1,2,3,0,2,3
EMP0448,22,2,4,6,2,Onsite,40,5,3,2,Burnout,0,Increase,4,1,2,1,2,5
EMP0449,51,1,2,2,22,Hybrid,41,7,1,1,Burnout,0,Decrease,4,2,5,1,0,1
EMP0450,57,1,4,4,8,Hybrid,56,15,1,0,Burnout,1,Decrease,1,2,4,1,2,2
EMP0451,58,3,0,5,32,Onsite,57,9,5,1,Anxiety,1,No Change,4,1,5,1,1,3
EMP0452,32,3,0,2,21,Remote,36,5,3,0,Anxiety,0,No Change,4,1,5,0,1,4
EMP0453,41,0,0,2,15,Hybrid,32,5,4,1,Burnout,1,Increase,4,2,1,0,0,4
EMP0454,36,0,3,1,10,Remote,32,7,4,2,Burnout,0,Decrease,5,2,3,1,1,1
EMP0455,51,2,0,5,2,Remote,58,14,3,1,Depression,0,Decrease,4,1,4,1,0,1
EMP0456,60,0,5,6,10,Remote,59,15,4,1,Burnout,0,Increase,4,1,1,0,2,5
EMP0457,34,0,2,3,28,Onsite,22,3,3,2,Burnout,1,No Change,2,0,5,1,2,0
EMP0458,33,0,5,5,27,Remote,49,10,2,2,Anxiety,1,No Change,2,2,3,1,0,4
EMP0459,53,3,3,0,1,Onsite,42,14,3,0,Depression,0,No Change,1,1,3,0,2,1
EMP0460,53,0,5,6,7,Onsite,20,5,5,1,Depression,1,Increase,2,2,3,1,0,0
EMP0461,40,0,4,4,12,Remote,22,5,2,2,Burnout,0,Decrease,2,1,2,1,2,2
EMP0462,36,2,1,5,28,Hybrid,48,1,5,2,Burnout,0,Decrease,2,0,2,1,1,2
EMP0463,54,3,1,3,27,Remote,20,1,1,0,Burnout,0,Decrease,1,1,3,1,0,2
EMP0464,41,3,2,4,19,Hybrid,24,8,3,1,Depression,0,No Change,3,1,5,0,2,3
EMP0465,55,0,5,0,15,Hybrid,22,9,4,0,Anxiety,1,No Change,1,2,2,1,2,2
EMP0466,34,3,3,2,19,Onsite,58,4,1,0,Burnout,0,Decrease,5,2,2,1,0,2
EMP0467,43,3,4,4,17,Hybrid,58,2,2,2,Anxiety,1,Increase,2,0,2,1,0,2
EMP0468,37,2,4,4,26,Hybrid,27,9,1,2,Anxiety,1,Decrease,5,1,1,1,2,4
EMP0469,37,3,2,1,14,Hybrid,40,13,1,1,Burnout,1,Decrease,4,1,1,1,0,1
EMP0470,57,0,5,2,1,Hybrid,24,14,4,1,Depression,1,No Change,1,2,3,0,2,0
EMP0471,33,0,5,4,26,Onsite,43,7,2,1,Depression,0,No Change,1,0,2,0,1,2
EMP0472,51,0,2,5,14,Remote,50,9,2,0,Burnout,0,Decrease,3,0,2,0,0,0
EMP0473,50,1,1,5,17,Remote,30,14,3,2,Burnout,1,Decrease,5,1,1,1,0,2
EMP0474,35,0,5,0,26,Hybrid,35,15,2,2,Depression,0,Decrease,1,2,2,1,2,1
EMP0475,40,2,3,1,33,Remote,37,13,2,1,Depression,1,Increase,4,1,5,1,2,0
EMP0476,53,2,4,6,7,Onsite,51,9,3,1,Depression,1,No Change,3,1,5,1,2,5
EMP0477,32,1,3,5,5,Onsite,54,11,2,1,Anxiety,0,Increase,4,2,4,0,0,0
EMP0478,56,0,1,6,25,Remote,58,15,4,0,Burnout,0,Decrease,3,1,2,1,1,0
EMP0479,55,0,5,2,3,Onsite,36,1,1,1,Depression,1,Decrease,2,2,5,1,1,5
EMP0480,49,2,4,6,2,Onsite,53,10,4,1,Burnout,1,No Change,1,2,1,1,2,0
EMP0481,23,0,6,6,13,Hybrid,56,12,2,0,Burnout,0,Decrease,3,0,5,0,0,3
EMP0482,38,1,5,6,8,Hybrid,27,4,2,2,Anxiety,1,Decrease,3,2,1,1,2,0
EMP0483,23,1,3,1,16,Remote,20,11,3,2,Burnout,1,Decrease,2,0,3,1,2,0
EMP0484,29,0,4,1,21,Remote,25,14,2,1,Burnout,0,Increase,1,1,3,1,0,0
EMP0485,24,0,0,0,20,Remote,33,14,1,1,Anxiety,0,Increase,1,1,5,1,0,2
EMP0486,58,1,6,2,12,Onsite,35,5,5,1,Burnout,0,No Change,2,0,2,1,2,5
EMP0487,42,1,4,5,1,Hybrid,34,4,1,1,Anxiety,0,Increase,5,0,4,1,1,0
EMP0488,42,1,1,3,32,Onsite,21,5,1,1,Anxiety,0,No Change,1,0,4,1,2,5
EMP0489,39,2,5,3,22,Remote,21,2,3,1,Burnout,1,Increase,4,2,1,0,2,1
EMP0490,45,1,1,3,23,Onsite,29,8,5,2,Depression,1,Increase,2,2,3,1,1,4
EMP0491,53,2,4,4,27,Onsite,33,5,2,0,Burnout,0,No Change,4,1,5,1,1,4
EMP0492,43,3,5,2,10,Hybrid,42,11,4,0,Burnout,1,Increase,2,0,3,1,2,3
EMP0493,24,3,1,1,23,Onsite,38,7,1,2,Anxiety,1,No Change,2,0,3,1,0,5
EMP0494,44,1,3,2,24,Remote,40,4,1,0,Burnout,1,Decrease,2,2,5,1,0,2
EMP0495,39,3,6,1,16,Remote,24,4,4,2,Anxiety,0,Decrease,5,0,5,0,1,3
EMP0496,40,3,2,6,19,Hybrid,28,4,2,1,Burnout,1,No Change,1,0,2,1,0,2
EMP0497,41,2,1,1,14,Hybrid,57,7,4,2,Anxiety,1,No Change,2,2,3,1,1,3
EMP0498,23,1,0,2,23,Remote,41,13,4,1,Burnout,1,No Change,2,0,2,0,1,3
EMP0499,53,0,6,6,14,Onsite,40,13,4,1,Burnout,0,Increase,5,2,5,0,2,3
EMP0500,52,2,4,6,10,Onsite,47,3,3,2,Depression,1,Decrease,2,0,3,0,0,1
EMP0501,58,0,0,0,7,Onsite,53,2,5,1,Burnout,0,Decrease,4,2,1,1,1,2
EMP0502,56,3,0,6,25,Hybrid,27,13,1,0,Burnout,0,No Change,4,2,5,1,0,4
EMP0503,34,0,6,0,21,Hybrid,33,13,3,0,Burnout,0,Increase,3,2,2,1,0,0
EMP0504,36,2,5,3,22,Hybrid,50,3,3,1,Anxiety,0,Decrease,3,1,5,0,0,2
EMP0505,50,1,6,6,29,Remote,40,5,3,1,Depression,0,No Change,1,0,4,0,0,5
EMP0506,41,1,6,1,14,Remote,56,8,4,2,Anxiety,0,No Change,2,1,4,0,0,1
EMP0507,27,0,5,3,17,Remote,29,15,1,1,Burnout,1,Decrease,5,1,5,1,2,3
EMP0508,40,2,1,0,18,Remote,27,1,1,2,Depression,0,Increase,2,2,2,1,0,2
EMP0509,33,1,2,1,27,Onsite,55,11,1,2,Anxiety,1,No Change,2,0,5,0,1,0
EMP0510,45,3,5,2,10,Remote,28,14,2,2,Burnout,0,Increase,4,0,1,1,2,4
EMP0511,39,3,2,5,5,Remote,59,12,4,1,Anxiety,1,Decrease,3,1,4,1,2,4
EMP0512,34,1,1,1,23,Hybrid,40,1,2,0,Anxiety,1,Decrease,4,1,5,0,0,1
EMP0513,40,0,3,4,27,Onsite,38,13,3,1,Burnout,1,Increase,4,0,5,0,0,4
EMP0514,49,0,0,1,6,Remote,37,13,4,2,Burnout,1,Increase,1,2,3,1,1,3
EMP0515,35,0,4,4,32,Remote,36,0,1,2,Depression,1,Decrease,4,2,5,1,0,0
EMP0516,43,2,1,2,20,Remote,55,11,1,1,Anxiety,0,Increase,1,0,5,1,2,1
EMP0517,59,0,2,4,32,Remote,47,10,2,1,Depression,1,Increase,3,0,3,0,1,2
EMP0518,60,3,0,3,8,Onsite,51,14,4,2,Depression,0,No Change,4,0,5,1,1,1
EMP0519,42,0,4,6,29,Hybrid,42,14,5,1,Burnout,1,No Change,3,1,4,1,2,4
EMP0520,42,3,1,0,22,Hybrid,45,6,3,0,Anxiety,1,Decrease,4,0,4,0,0,1
EMP0521,37,1,2,2,8,Hybrid,46,4,5,1,Burnout,1,Decrease,5,2,3,0,2,5
EMP0522,60,0,0,2,33,Hybrid,60,0,1,2,Burnout,1,Increase,3,0,4,0,0,4
EMP0523,33,2,6,6,6,Onsite,45,2,3,2,Anxiety,0,Increase,4,2,5,0,1,2
